id,productname,productprice,salespersonid,legalpersonid,developerid,testerid,hrid
1897,Laptop,125,7,100,794,678,7
1898,Wacom Tablet ,500,3,125,796,789,6
1899,Bluetooth Speakers,300,5,135,798,697,4
1900,Television,400,100,167,800,457,4
1901,SmartWatches,500,500,175,802,567,6
1902,Tablet,600,50,197,804,466,8
1903,Video Players,700,30,789,806,55,5
1904,Calculators ,700,5,987,808,367,3
1905,Mobile Phones,300,50,678,810,45,5
1906,Telephone,500,70,567,812,36,5
1907,Landline Phone,500,20,453,814,457,7
1908,Radios,700,30,34,816,33,3
1909,Wakie-Talkies,500,23,56,818,4,4
1910,Routers,600,700,76,820,5,7
1911,Modems,800,50,35,822,6,5
1912,Gaming Coonsoles,700,400,78,824,7,2
1913,Music Players,300,7,570,826,67,6
1914,E-readers,400,3,98,828,50,4
1915,Kindle,500,5,90,830,67,3
1916,Projector,400,100,70,832,46,8
1917,Refrigerator,200,500,679,834,235,3
1918,WashingMachine,100,50,3,836,670,5
1919,Dryers,450,30,6,838,457,6
1920,Ovens,670,5,8,840,234,7
1921,Microwaves,890,50,5,842,560,4
1922,Air Conditioner,670,70,9,844,230,8
1923,Cameras,450,20,3,846,43,3
1924,Drone,340,30,5,848,104,2
1925,Virtual Reality Headsets,750,23,2,850,923,5
1926,Fitness Trackers,670,700,7,852,345,3
1927,Headphones ,340,50,90,854,230,7
1928,Earpods,250,50,120,856,456,6
1929,Blutooth Headphones,450,400,345,858,1,4
1930,Speakers,760,7,456,860,23,4
1931,Power Bank,160,3,678,862,234,6
1932,External Hard Dirves,2000,5,347,864,45,8
1933,Printers,450,100,70,866,345,5
1934,Scanners,125,500,72,868,567,3
1935,Proector,500,50,48,870,409,5
1936,Electronic toothbrushes,300,30,32,872,679,5
1937,Pocket cameras,400,5,20,874,567,7
1938,ATM,500,50,34,876,67,3
1939,Sensors,600,70,45,878,34,4
1940,Smartphones,700,20,10,880,54,7
1941,Computer,700,30,11,882,566,5
1942,Laptop,300,23,15,884,66,2
1943,Wacom Tablet ,500,700,19,886,450,6
1944,Bluetooth Speakers,500,50,4,888,345,4
1945,Television,700,400,9,890,456,3
1946,SmartWatches,500,7,6,892,564,8
1947,Tablet,600,3,38,894,456,3
1948,Video Players,800,5,33,896,563,5
1949,Calculators ,700,100,55,898,6,6
1950,Mobile Phones,300,500,78,900,12,7
1951,Telephone,400,50,45,902,67,4
1952,Landline Phone,500,30,26,904,34,8
1953,Radios,400,5,98,906,57,3
1954,Wakie-Talkies,200,50,66,908,34,2
1955,Routers,100,70,77,910,120,5
1956,Modems,450,20,88,912,330,3
1957,Gaming Coonsoles,670,30,99,914,23,7
1958,Music Players,890,23,333,916,34,6
1959,E-readers,670,700,45,918,56,4
1960,Kindle,450,50,345,920,78,4
1961,Projector,340,50,12,922,98,6
1962,Refrigerator,750,400,55,924,90,8
1963,WashingMachine,670,7,36,926,10,5
1964,Dryers,340,3,67,928,34,3
1965,Ovens,250,5,23,930,20,5
1966,Microwaves,450,100,700,932,23,5
1967,Air Conditioner,760,500,50,934,30,7
1968,Cameras,160,50,50,936,40,3
1969,Drone,2000,30,400,938,50,4
1970,Virtual Reality Headsets,450,5,7,940,55,7
1971,Fitness Trackers,125,50,3,942,34,5
1972,Headphones ,500,70,5,944,45,2
1973,Earpods,300,20,100,946,35,6
1974,Blutooth Headphones,400,30,500,948,26,4
1975,Speakers,500,23,50,950,27,3
1976,Power Bank,600,700,30,952,28,8
1977,External Hard Dirves,700,50,5,954,49,3
1978,Printers,700,400,50,956,459,5
1979,Scanners,800,7,70,958,678,6
1980,Proector,300,3,20,960,678,7
1981,Electronic toothbrushes,500,5,30,962,789,4
1982,Pocket cameras,500,100,23,964,697,8
1983,ATM,700,500,700,966,457,3
1984,Sensors,500,50,50,968,567,2
1985,Smartphones,600,30,400,970,466,5
1986,Computer,800,5,7,972,55,3
1987,Laptop,700,50,3,974,367,7
1988,Wacom Tablet ,300,70,5,976,45,6
1989,Bluetooth Speakers,400,20,100,978,36,4
1990,Television,500,30,500,980,457,4
1991,SmartWatches,400,23,50,982,33,6
1992,Tablet,200,700,30,984,4,8
1993,Video Players,100,50,5,986,5,5
1994,Calculators ,450,50,50,988,6,3
1995,Mobile Phones,670,400,70,990,7,5
1996,Telephone,890,7,20,992,67,5
1997,Landline Phone,670,3,30,994,50,7
1998,Radios,450,5,23,996,67,3
1999,Wakie-Talkies,340,100,700,998,46,4
2000,Routers,750,500,50,1000,235,7
2001,Modems,670,50,50,5,670,5
2002,Gaming Coonsoles,340,30,400,50,457,2
2003,Music Players,250,5,7,70,234,6
2004,E-readers,450,50,3,20,560,4
2005,Kindle,760,70,5,30,230,3
2006,Projector,160,20,100,23,43,8
2007,Refrigerator,2000,30,500,700,104,3
2008,WashingMachine,450,23,50,50,923,5
2009,Dryers,125,700,30,50,345,6
2010,Ovens,500,50,5,400,230,7
2011,Microwaves,300,30,50,7,456,5
2012,Air Conditioner,400,5,70,3,1,7
2013,Cameras,500,50,20,5,23,3
2014,Drone,600,70,30,100,234,4
2015,Virtual Reality Headsets,700,20,23,500,45,7
2016,Fitness Trackers,700,30,700,50,345,5
2017,Headphones ,300,23,50,30,567,2
2018,Earpods,500,700,400,5,409,6
2019,Blutooth Headphones,500,50,7,50,679,4
2020,Speakers,700,400,3,70,567,3
2021,Power Bank,500,7,5,20,67,8
2022,External Hard Dirves,600,3,100,30,34,3
2023,Printers,800,5,500,23,54,5
2024,Scanners,700,100,50,700,566,6
2025,Proector,300,500,30,50,66,7
2026,Electronic toothbrushes,400,50,5,400,450,4
2027,Pocket cameras,500,30,50,7,345,8
2028,ATM,400,5,70,3,456,3
2029,Sensors,200,50,20,5,564,2
2030,Smartphones,100,70,30,100,456,5
2031,Computer,450,20,23,500,563,3
2032,Laptop,670,30,700,50,30,7
2033,Wacom Tablet ,890,23,50,30,40,6
2034,Bluetooth Speakers,670,700,50,5,50,4
2035,Television,450,50,400,50,55,4
2036,SmartWatches,340,50,7,70,34,6
2037,Tablet,750,400,3,20,45,8
2038,Video Players,670,7,5,30,35,5
2039,Calculators ,340,3,100,23,26,3
2040,Mobile Phones,250,5,500,700,27,5
2041,Telephone,450,100,50,50,28,5
2042,Landline Phone,760,500,30,50,49,7
2043,Radios,160,50,5,400,459,3
2044,Wakie-Talkies,2000,30,50,7,678,4
2045,Routers,450,5,70,3,678,7
2046,Modems,125,50,20,5,789,5
2047,Gaming Coonsoles,500,70,30,100,697,2
2048,Music Players,300,20,23,500,457,6
2049,E-readers,400,30,700,50,567,4
2050,Kindle,500,23,50,30,466,3
2051,Projector,600,700,400,5,55,8
2052,Refrigerator,700,50,7,50,367,3
2053,WashingMachine,700,400,3,70,45,5
2054,Dryers,300,7,5,20,36,6
2055,Ovens,500,3,100,30,457,7
2056,Microwaves,500,5,500,23,33,4
2057,Air Conditioner,700,100,50,700,4,8
2058,Cameras,500,500,30,50,5,3
2059,Drone,600,50,5,400,6,2
2060,Virtual Reality Headsets,800,30,50,7,7,5
2061,Fitness Trackers,700,5,70,3,67,3
2062,Headphones ,300,50,20,5,50,7
2063,Earpods,400,70,30,100,67,6
2064,Blutooth Headphones,500,20,23,500,46,4
2065,Speakers,400,30,700,50,235,4
2066,Power Bank,200,23,50,30,670,6
2067,External Hard Dirves,100,700,50,5,457,8
2068,Printers,450,50,400,50,234,5
2069,Scanners,670,50,7,70,560,3
2070,Proector,890,400,3,20,230,5
2071,Electronic toothbrushes,670,7,5,30,43,5
2072,Pocket cameras,450,3,100,23,104,7
2073,ATM,340,5,500,700,923,3
2074,Sensors,750,100,50,50,345,4
2075,Smartphones,670,500,30,50,230,7
2076,Computer,340,50,5,400,456,5
2077,Laptop,250,30,50,7,1,2
2078,Wacom Tablet ,450,5,70,3,23,6
2079,Bluetooth Speakers,760,50,20,5,234,4
2080,Television,160,70,30,100,45,3
2081,SmartWatches,2000,20,23,500,345,8
2082,Tablet,450,30,700,50,567,3
2083,Video Players,125,23,50,30,409,5
2084,Calculators ,500,700,400,5,679,6
2085,Mobile Phones,300,50,7,50,567,7
2086,Telephone,400,400,3,70,67,4
2087,Landline Phone,500,7,5,20,34,8
2088,Radios,600,3,100,30,54,3
2089,Wakie-Talkies,700,5,500,23,566,2
2090,Routers,700,100,50,700,66,5
2091,Modems,300,500,30,50,450,3
2092,Gaming Coonsoles,500,50,5,400,345,7
2093,Music Players,500,30,50,7,456,6
2094,E-readers,700,5,70,3,564,4
2095,Kindle,500,50,20,5,456,4
2096,Projector,600,400,30,100,563,6
2097,Refrigerator,800,7,23,500,6,8
2098,WashingMachine,700,3,700,50,12,5
2099,Dryers,300,5,50,30,67,3
2100,Ovens,400,100,50,5,34,5
2101,Microwaves,500,500,400,50,57,5
2102,Air Conditioner,400,50,7,70,34,7
2103,Cameras,200,30,3,20,120,3
2104,Drone,100,5,5,30,330,4
2105,Virtual Reality Headsets,450,50,100,23,23,7
2106,Fitness Trackers,670,70,500,700,34,5
2107,Headphones ,890,20,50,50,56,2
2108,Earpods,670,30,30,50,78,6
2109,Blutooth Headphones,450,23,5,400,98,4
2110,Speakers,340,700,50,7,90,3
2111,Power Bank,750,50,70,3,10,8
2112,External Hard Dirves,670,400,20,5,34,3
2113,Printers,340,7,30,100,20,5
2114,Scanners,250,3,23,500,23,6
2115,Proector,450,5,700,50,30,7
2116,Electronic toothbrushes,760,100,50,30,40,4
2117,Pocket cameras,160,500,400,5,50,8
2118,ATM,2000,50,7,50,55,3
2119,Sensors,450,30,3,70,34,2
2120,Smartphones,125,5,5,20,45,5
2121,Computer,500,50,100,30,35,3
2122,Laptop,300,70,500,23,26,7
2123,Wacom Tablet ,400,20,50,700,27,6
2124,Bluetooth Speakers,500,30,30,50,28,4
2125,Television,600,23,5,400,49,4
2126,SmartWatches,700,700,50,7,459,6
2127,Tablet,700,50,70,3,678,8
2128,Video Players,300,50,20,5,678,5
2129,Calculators ,500,400,30,100,789,3
2130,Mobile Phones,500,7,23,500,697,5
2131,Telephone,700,3,700,50,457,5
2132,Landline Phone,500,5,50,30,567,7
2133,Radios,600,100,50,5,466,3
2134,Wakie-Talkies,800,500,400,50,55,4
2135,Routers,700,50,7,70,367,7
2136,Modems,300,30,3,20,45,5
2137,Gaming Coonsoles,400,5,5,30,36,2
2138,Music Players,500,50,100,23,457,6
2139,E-readers,400,70,500,700,33,4
2140,Kindle,200,20,50,50,4,3
2141,Projector,100,30,30,50,5,8
2142,Refrigerator,450,23,5,400,6,3
2143,WashingMachine,670,700,50,7,7,5
2144,Dryers,890,50,70,3,67,6
2145,Ovens,670,400,20,5,50,7
2146,Microwaves,450,7,30,100,67,4
2147,Air Conditioner,340,3,23,500,46,8
2148,Cameras,750,5,23,50,235,3
2149,Drone,670,100,700,30,670,2
2150,Virtual Reality Headsets,340,500,50,5,457,5
2151,Fitness Trackers,250,50,50,50,234,3
2152,Headphones ,450,30,400,70,560,7
2153,Earpods,760,5,7,20,230,6
2154,Blutooth Headphones,160,50,3,30,43,4
2155,Speakers,2000,70,5,23,104,4
2156,Power Bank,450,20,100,700,923,6
2157,External Hard Dirves,125,30,500,50,345,8
2158,Printers,500,23,50,400,230,5
2159,Scanners,300,700,30,7,456,3
2160,Proector,400,50,5,3,1,5
2161,Electronic toothbrushes,500,50,50,5,23,5
2162,Pocket cameras,600,400,70,100,234,7
2163,ATM,700,7,20,500,45,3
2164,Sensors,700,3,30,50,345,4
2165,,300,5,23,30,567,7
2166,,500,100,700,5,409,5
2167,Smartphones,500,500,50,50,679,2
2168,Computer,700,50,400,400,567,6
2169,Laptop,500,30,7,7,67,4
2170,Wacom Tablet ,600,5,3,3,34,3
2171,Bluetooth Speakers,800,50,5,5,54,8
2172,Television,700,70,100,100,566,3
2173,SmartWatches,300,20,500,500,66,5
2174,Tablet,400,30,50,50,450,6
2175,Video Players,500,23,30,30,345,7
2176,Calculators ,400,700,5,5,456,4
2177,Mobile Phones,200,50,50,50,564,8
2178,Telephone,100,400,70,70,456,3
2179,Landline Phone,450,7,20,20,563,2
2180,Radios,670,3,30,30,6,5
2181,Wakie-Talkies,890,5,23,23,12,3
2182,Routers,670,100,700,700,67,7
2183,Modems,450,500,50,50,34,6
2184,Gaming Coonsoles,340,50,50,400,57,4
2185,Music Players,750,30,400,7,34,4
2186,E-readers,670,5,7,3,120,6
2187,Kindle,340,50,3,5,330,8
2188,Projector,250,70,5,100,23,5
2189,Refrigerator,450,20,100,500,34,3
2190,WashingMachine,760,30,500,50,56,5
2191,Dryers,160,23,50,30,78,5
2192,Ovens,2000,700,30,5,98,7
2193,Microwaves,450,50,5,50,90,3
2194,Air Conditioner,125,50,50,70,10,4
2195,Cameras,500,400,70,20,34,7
2196,Drone,300,7,20,30,20,5
2197,Virtual Reality Headsets,400,3,30,23,23,2
2198,Fitness Trackers,500,5,23,700,30,6
2199,Headphones ,600,100,700,50,40,4
2200,Earpods,700,500,50,50,50,3
2201,Blutooth Headphones,700,50,400,400,55,8
2202,Speakers,800,30,7,7,34,3
2203,Power Bank,300,5,3,3,45,5
2204,External Hard Dirves,500,50,5,5,35,6
2205,Printers,500,70,100,100,26,7
2206,Scanners,700,20,500,500,27,4
2207,Proector,500,30,50,50,28,8
2208,Electronic toothbrushes,600,23,30,30,49,3
2209,Pocket cameras,800,700,5,5,459,2
2210,ATM,700,50,50,50,678,5
2211,Sensors,300,400,70,70,678,3
2212,Smartphones,400,7,20,20,789,7
2213,Computer,500,3,30,30,697,6
2214,Laptop,400,5,23,23,457,4
2215,Wacom Tablet ,200,100,700,700,567,4
2216,Bluetooth Speakers,100,500,50,50,466,6
2217,Television,450,50,50,400,55,8
2218,SmartWatches,670,30,400,7,367,5
2219,Tablet,890,5,7,3,45,3
2220,Video Players,670,50,3,5,36,5
2221,Calculators ,450,400,5,100,457,5
2222,Mobile Phones,340,7,100,500,33,7
2223,Telephone,750,3,500,50,4,3
2224,Landline Phone,670,5,50,30,5,4
2225,Radios,340,100,30,5,6,7
2226,Wakie-Talkies,250,500,5,50,7,5
2227,Routers,450,50,50,70,67,2
2228,Modems,760,30,70,20,50,6
2229,Gaming Coonsoles,160,5,20,30,67,4
2230,Music Players,2000,50,30,23,46,3
2231,E-readers,450,70,23,700,235,8
2232,Kindle,125,20,700,50,670,3
2233,Projector,500,30,50,50,457,5
2234,Refrigerator,300,23,400,400,234,6
2235,WashingMachine,400,700,7,7,560,7
2236,Dryers,500,50,3,3,230,4
2237,Ovens,600,400,5,5,43,8
2238,Microwaves,700,7,100,100,104,3
2239,Air Conditioner,700,3,500,500,923,2
2240,Cameras,300,5,50,50,345,5
2241,Drone,500,100,30,30,230,3
2242,Virtual Reality Headsets,500,500,5,5,456,7
2243,Fitness Trackers,700,50,50,50,1,6
2244,Headphones ,500,30,70,70,23,4
2245,Earpods,600,5,20,20,234,4
2246,Blutooth Headphones,800,50,30,30,45,6
2247,Speakers,700,70,23,23,345,8
2248,Power Bank,300,20,700,700,567,5
2249,External Hard Dirves,400,30,50,50,409,3
2250,Printers,500,23,50,400,679,5
2251,Scanners,400,700,400,7,567,5
2252,Proector,200,50,7,3,67,7
2253,Electronic toothbrushes,100,50,3,5,34,3
2254,Pocket cameras,450,400,5,100,54,4
2255,ATM,670,7,100,500,566,7
2256,Sensors,890,3,500,50,66,5
2257,Smartphones,670,5,50,30,450,2
2258,Computer,450,100,30,5,345,6
2259,Laptop,340,500,5,50,456,4
2260,Wacom Tablet ,750,50,50,70,564,3
2261,Bluetooth Speakers,670,30,70,20,456,8
2262,Television,340,5,20,30,563,3
2263,SmartWatches,250,50,30,23,30,5
2264,Tablet,450,70,23,700,40,6
2265,Video Players,760,20,700,50,50,7
2266,Calculators ,160,30,50,50,55,4
2267,Mobile Phones,2000,23,400,400,34,8
2268,Telephone,450,700,7,7,45,3
2269,Landline Phone,125,50,3,3,35,2
2270,Radios,500,400,5,5,26,5
2271,Wakie-Talkies,300,7,100,100,27,3
2272,Routers,400,3,500,500,28,7
2273,Modems,500,5,50,50,49,6
2274,Gaming Coonsoles,600,100,30,30,459,4
2275,Music Players,700,500,5,5,678,4
2276,E-readers,700,50,50,50,678,6
2277,Kindle,300,30,70,70,789,8
2278,Projector,500,5,20,20,697,5
2279,Refrigerator,500,50,30,30,457,3
2280,WashingMachine,700,70,23,23,567,5
2281,Dryers,500,20,700,700,466,5
2282,Ovens,600,30,50,50,55,7
2283,Microwaves,800,23,50,400,367,3
2284,Air Conditioner,700,700,400,7,45,4
2285,Cameras,300,50,7,3,36,7
2286,Drone,400,50,3,5,457,5
2287,Virtual Reality Headsets,500,400,5,100,33,2
2288,Fitness Trackers,400,7,100,500,4,6
2289,Headphones ,200,3,500,50,5,4
2290,Earpods,100,5,50,30,6,3
2291,Blutooth Headphones,450,100,30,5,7,8
2292,Speakers,670,500,5,50,67,3
2293,Power Bank,890,50,50,400,50,5
2294,External Hard Dirves,670,30,70,7,67,6
2295,Printers,450,5,20,3,46,7
2296,Scanners,340,50,30,5,235,4
2297,Proector,750,70,23,100,670,8
2298,Electronic toothbrushes,670,20,700,500,457,3
2299,Pocket cameras,340,30,50,50,234,2
2300,ATM,250,23,400,30,560,5
2301,Sensors,450,700,7,5,230,3
2302,Smartphones,760,50,3,50,43,7
2303,Computer,160,400,5,70,104,6
2304,Laptop,2000,7,100,20,923,4
2305,Wacom Tablet ,450,3,500,30,345,4
2306,Bluetooth Speakers,125,5,50,23,230,6
2307,Television,500,100,30,700,456,8
2308,SmartWatches,300,500,5,50,1,5
2309,Tablet,400,50,50,400,23,3
2310,Video Players,500,30,70,7,234,5
2311,Calculators ,600,5,20,3,45,5
2312,Mobile Phones,700,50,30,5,345,7
2313,Telephone,700,70,23,100,567,3
2314,Landline Phone,300,20,700,500,409,4
2315,Radios,500,30,50,50,679,7
2316,Wakie-Talkies,500,23,50,30,567,5
2317,Routers,700,700,400,5,67,2
2318,Modems,500,50,7,50,34,6
2319,Gaming Coonsoles,600,50,3,70,54,4
2320,Music Players,800,400,5,20,566,3
2321,E-readers,700,7,100,30,66,8
2322,Kindle,300,3,500,23,450,3
2323,Projector,400,5,50,700,345,5
2324,Refrigerator,500,100,30,50,456,6
2325,WashingMachine,400,500,5,50,564,7
2326,Dryers,200,50,50,400,456,4
2327,Ovens,100,30,70,7,563,8
2328,Microwaves,450,5,20,3,6,3
2329,Air Conditioner,670,50,30,5,12,2
2330,Cameras,890,70,23,100,67,5
2331,Drone,670,20,89,500,34,3
2332,Virtual Reality Headsets,450,30,45,50,57,7
2333,Fitness Trackers,340,23,35,30,34,6
2334,Headphones ,750,700,46,5,120,4
2335,Earpods,670,50,78,50,330,4
2336,Blutooth Headphones,340,30,56,70,23,6
2337,Speakers,250,5,345,20,34,8
2338,Power Bank,450,50,465,30,56,5
2339,External Hard Dirves,760,70,567,23,78,3
2340,Printers,160,20,765,700,98,5
2341,Scanners,2000,30,879,50,90,5
2342,Proector,450,23,555,400,10,7
2343,Electronic toothbrushes,125,700,234,7,34,3
2344,Pocket cameras,500,50,345,3,20,4
2345,ATM,300,400,333,5,23,7
2346,Sensors,400,7,234,100,30,5
2347,,500,3,254,500,40,2
2348,,600,5,213,50,50,6
2349,Smartphones,700,100,346,30,55,4
2350,Computer,700,500,764,5,34,3
2351,Laptop,300,50,768,50,45,8
2352,Wacom Tablet ,500,30,423,70,35,3
2353,Bluetooth Speakers,500,5,986,20,26,5
2354,Television,700,50,999,30,27,6
2355,SmartWatches,500,70,123,23,28,7
2356,Tablet,600,20,45,700,49,4
2357,Video Players,800,30,32,50,459,8
2358,Calculators ,700,23,78,50,678,3
2359,Mobile Phones,300,700,45,400,678,2
2360,Telephone,400,50,12,7,789,5
2361,Landline Phone,500,50,345,3,697,3
2362,Radios,400,400,123,5,457,7
2363,Wakie-Talkies,200,7,100,100,567,6
2364,Routers,100,3,125,500,466,4
2365,Modems,450,5,135,50,55,4
2366,Gaming Coonsoles,670,100,167,30,367,6
2367,Music Players,890,500,175,5,45,8
2368,E-readers,670,50,197,50,36,5
2369,Kindle,450,30,789,70,457,3
2370,Projector,340,5,987,20,33,5
2371,Refrigerator,750,50,678,30,4,5
2372,WashingMachine,670,70,567,23,5,7
2373,Dryers,340,20,453,700,6,3
2374,Ovens,250,30,34,50,7,4
2375,Microwaves,450,23,56,400,67,7
2376,Air Conditioner,760,700,76,7,50,5
2377,Cameras,160,50,35,3,67,2
2378,Drone,2000,400,78,5,46,6
2379,Virtual Reality Headsets,450,7,570,100,235,4
2380,Fitness Trackers,125,3,98,500,670,3
2381,Headphones ,500,5,90,50,457,8
2382,Earpods,300,100,70,30,234,3
2383,Blutooth Headphones,400,500,679,5,560,5
2384,Speakers,500,50,3,50,230,6
2385,Power Bank,600,30,6,70,43,7
2386,External Hard Dirves,700,5,8,20,104,4
2387,Printers,700,50,5,30,923,8
2388,Scanners,300,70,9,23,345,3
2389,Proector,500,20,3,700,230,2
2390,Electronic toothbrushes,500,30,5,50,456,5
2391,Pocket cameras,700,23,2,50,1,3
2392,ATM,500,700,7,400,23,7
2393,Sensors,600,50,90,7,234,6
2394,Smartphones,800,50,120,3,45,4
2395,Computer,700,400,345,5,345,4
2396,Laptop,300,7,456,100,567,6
2397,Wacom Tablet ,400,3,678,500,409,8
2398,Bluetooth Speakers,500,5,347,50,679,5
2399,Television,400,100,70,30,567,3
2400,SmartWatches,200,500,72,5,67,5
2401,Tablet,100,50,48,50,34,5
2402,Video Players,450,30,32,70,54,7
2403,Calculators ,670,5,20,20,566,3
2404,Mobile Phones,890,50,34,30,66,4
2405,Telephone,670,70,45,23,450,7
2406,Landline Phone,450,20,10,700,345,5
2407,Radios,340,30,11,50,456,2
2408,Wakie-Talkies,750,23,15,400,564,6
2409,Routers,670,700,19,7,456,4
2410,Modems,340,50,4,3,563,3
2411,Gaming Coonsoles,250,400,9,5,6,8
2412,Music Players,450,7,6,100,12,3
2413,E-readers,760,3,38,500,67,5
2414,Kindle,160,5,33,50,34,6
2415,Projector,2000,100,55,30,57,7
2416,Refrigerator,450,500,78,5,34,4
2417,WashingMachine,125,50,45,50,120,8
2418,Dryers,500,30,26,400,330,3
2419,Ovens,300,5,98,7,23,2
2420,Microwaves,400,50,66,3,34,5
2421,Air Conditioner,500,400,77,5,56,3
2422,Cameras,600,7,88,100,78,7
2423,Drone,700,3,99,500,98,6
2424,Virtual Reality Headsets,700,5,333,50,90,4
2425,Fitness Trackers,800,100,45,30,10,4
2426,Headphones ,300,500,345,5,34,6
2427,Earpods,500,50,12,50,20,8
2428,Blutooth Headphones,500,30,55,70,23,5
2429,Speakers,700,5,36,20,30,3
2430,Power Bank,500,50,67,30,40,5
2431,External Hard Dirves,600,70,23,23,50,5
2432,Printers,800,20,700,700,55,7
2433,Scanners,700,30,50,50,34,3
2434,Proector,300,23,50,400,45,4
2435,Electronic toothbrushes,400,700,400,7,35,7
2436,Pocket cameras,500,50,7,3,26,5
2437,ATM,400,400,3,5,27,2
2438,Sensors,200,7,5,100,28,6
2439,Smartphones,100,3,100,500,49,4
2440,Computer,450,5,500,50,459,3
2441,Laptop,670,100,50,30,678,8
2442,Wacom Tablet ,890,500,30,5,678,3
2443,Bluetooth Speakers,670,50,5,50,789,5
2444,Television,450,30,50,70,697,6
2445,SmartWatches,340,5,70,20,457,7
2446,Tablet,750,50,20,30,567,4
2447,Video Players,670,70,30,23,466,8
2448,Calculators ,340,20,23,700,55,3
2449,Mobile Phones,250,30,700,50,367,2
2450,Telephone,450,23,50,50,45,5
2451,Landline Phone,760,700,400,400,36,3
2452,Radios,160,50,7,7,457,7
2453,Wakie-Talkies,2000,50,3,3,33,6
2454,Routers,450,400,5,5,4,4
2455,Modems,125,7,100,100,5,4
2456,Gaming Coonsoles,500,3,500,500,6,6
2457,Music Players,300,5,50,50,7,8
2458,E-readers,400,100,30,30,67,5
2459,Kindle,500,500,5,5,50,3
2460,Projector,600,50,50,50,67,5
2461,Refrigerator,700,30,70,70,46,5
2462,WashingMachine,700,5,20,20,235,7
